last_date,location_type,location_id,location_name,metric_id,category,metric_name,attribute,unit,value,source_description,
2020-09-11,LGA,26670,Towong (S),4_104,Economic Recovery,"Small business grants ($50,000)",Applications approved ($),$,"$1,030,519 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,26670,Towong (S),4_105,Economic Recovery,Primary producer grants,Applications approved (no.),number,184,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,26670,Towong (S),4_106,Economic Recovery,Primary producer grants,Applications approved ($),$,"$13,126,293 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,26670,Towong (S),4_107,Economic Recovery,Concessional loans,Applications approved ($),$,"$120,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2018-12-31,LGA,26700,Wangaratta (RC),1_101,Local Government Area Profile,,Total people (no.),number,"29,187","ABS Cat No 3218.0 – Regional Population Growth, Australia, 2018-19",
2016-06-01,LGA,26700,Wangaratta (RC),1_102,Local Government Area Profile,,Main towns,,"Wangaratta (18,566), Glenrowan (301), Eldorado (264)",ABS Census of Population and Housing 2016,
2018-12-31,LGA,26700,Wangaratta (RC),1_103,Local Government Area Profile,,Aboriginal and Torres Strait Islander Peoples (%),%,1.30%,"ABS Cat No 1410.0 - Data by Region, 2013-18; Aboriginal and Torres Strait Islander Peoples - Census",
2017-06-30,LGA,26700,Wangaratta (RC),1_104,Local Government Area Profile,,Median Age of Earners,years,47,"ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2018-06-30,LGA,26700,Wangaratta (RC),1_105,Local Government Area Profile,,Median Income ($),$,"$42,578 ","ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2019-12-01,LGA,26700,Wangaratta (RC),1_106,Local Government Area Profile,,Unemployment rate (%),%,4.10%,"Department of Education, Skills and Employment Small Area Labour Markets publication, December quarter 2019 – data missing for some LGAs)",
2016-12-31,LGA,26700,Wangaratta (RC),1_107,Local Government Area Profile,,"SEIFA Decile (1-10, 1 = most disadvantaged)",decile,6,"2033.0.55.001 - Census of Population and Housing: Socio-Economic Indexes for Areas (SEIFA), Australia, 2016",
2019-06-01,LGA,26700,Wangaratta (RC),1_108,Local Government Area Profile,,Total businesses,count,"3,039","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2019-06-01,LGA,26700,Wangaratta (RC),1_109,Local Government Area Profile,,Small business,count,"2,990","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2016-12-31,LGA,26700,Wangaratta (RC),1_110,Local Government Area Profile,,1st largest industry,,Health care and social assistance,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,26700,Wangaratta (RC),1_111,Local Government Area Profile,,2nd largest industry,,Retail trade,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,26700,Wangaratta (RC),1_112,Local Government Area Profile,,3rd largest industry,,Manufacturing,"ABS Census of Popluation and Housing, 2016",
2016-06-30,LGA,26700,Wangaratta (RC),1_113,Local Government Area Profile,,1st highest value product,,Livestock slaughtered and other disposals,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,26700,Wangaratta (RC),1_114,Local Government Area Profile,,2nd highest value product,,Livestock products,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,26700,Wangaratta (RC),1_115,Local Government Area Profile,,3rd highest value product,,Fruit and nuts (excluding grapes),"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2020-05-15,LGA,26700,Wangaratta (RC),2_101,Bushfire Impact,,Total area affected,,122 sq km (3% of LGA),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,26700,Wangaratta (RC),2_102,Bushfire Impact,,Bushland and forests affected,,119 sq km (9% of bushland and forests),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,26700,Wangaratta (RC),2_103,Bushfire Impact,,Agricultural land affected,,3 sq km (0.14% of agricultural land),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-09-12,LGA,26700,Wangaratta (RC),3_101,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,A (individual),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,26700,Wangaratta (RC),3_102,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,B (public assests),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,26700,Wangaratta (RC),3_103,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,C (community),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,26700,Wangaratta (RC),3_104,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,D (exceptional),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-08-20,LGA,26700,Wangaratta (RC),3_105,Human and Social Recovery,LGA Grants Program,Support received,$,"$225,000 ",LGA support status NBRA analysis,
2020-08-02,LGA,26700,Wangaratta (RC),3_106,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved (no.),number,< 20,Services Australia,
2020-08-02,LGA,26700,Wangaratta (RC),3_107,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved ($),$,"$43,164 ",Services Australia,
2020-08-02,LGA,26700,Wangaratta (RC),3_108,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved (no.),number,n/a,Services Australia,
2020-08-02,LGA,26700,Wangaratta (RC),3_109,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved ($),$,n/a,Services Australia,
2020-08-02,LGA,26700,Wangaratta (RC),3_110,Human and Social Recovery,Additional payment for children,Applications approved (no.),number,n/a,Services Australia,
2020-08-02,LGA,26700,Wangaratta (RC),3_111,Human and Social Recovery,Additional payment for children,Applications approved ($),$,n/a,Services Australia,
2020-09-09,LGA,26700,Wangaratta (RC),4_101,Economic Recovery,"Small business support grants ($10,000)",Applications approved (no.),number,149,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,26700,Wangaratta (RC),4_102,Economic Recovery,"Small business support grants ($10,000)",Applications approved ($),$,"$1,490,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-11,LGA,26700,Wangaratta (RC),4_103,Economic Recovery,"Small business grants ($50,000)",Applications approved (no.),number,0,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-11,LGA,26700,Wangaratta (RC),4_104,Economic Recovery,"Small business grants ($50,000)",Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,26700,Wangaratta (RC),4_105,Economic Recovery,Primary producer grants,Applications approved (no.),number,27,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,26700,Wangaratta (RC),4_106,Economic Recovery,Primary producer grants,Applications approved ($),$,"$1,194,660 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,26700,Wangaratta (RC),4_107,Economic Recovery,Concessional loans,Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2018-12-31,LGA,26810,Wellington (S),1_101,Local Government Area Profile,,Total people (no.),number,"44,380","ABS Cat No 3218.0 – Regional Population Growth, Australia, 2018-19",
2016-06-01,LGA,26810,Wellington (S),1_102,Local Government Area Profile,,Main towns,,"Sale (13,511), Maffra (4,316), Heyfield (1,519)",ABS Census of Population and Housing 2016,
2018-12-31,LGA,26810,Wellington (S),1_103,Local Government Area Profile,,Aboriginal and Torres Strait Islander Peoples (%),%,1.50%,"ABS Cat No 1410.0 - Data by Region, 2013-18; Aboriginal and Torres Strait Islander Peoples - Census",
2017-06-30,LGA,26810,Wellington (S),1_104,Local Government Area Profile,,Median Age of Earners,years,46,"ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2018-06-30,LGA,26810,Wellington (S),1_105,Local Government Area Profile,,Median Income ($),$,"$41,816 ","ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2019-12-01,LGA,26810,Wellington (S),1_106,Local Government Area Profile,,Unemployment rate (%),%,3.80%,"Department of Education, Skills and Employment Small Area Labour Markets publication, December quarter 2019 – data missing for some LGAs)",
2016-12-31,LGA,26810,Wellington (S),1_107,Local Government Area Profile,,"SEIFA Decile (1-10, 1 = most disadvantaged)",decile,5,"2033.0.55.001 - Census of Population and Housing: Socio-Economic Indexes for Areas (SEIFA), Australia, 2016",
2019-06-01,LGA,26810,Wellington (S),1_108,Local Government Area Profile,,Total businesses,count,"4,007","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2019-06-01,LGA,26810,Wellington (S),1_109,Local Government Area Profile,,Small business,count,"3,945","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2016-12-31,LGA,26810,Wellington (S),1_110,Local Government Area Profile,,1st largest industry,,Health care and social assistance,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,26810,Wellington (S),1_111,Local Government Area Profile,,2nd largest industry,,"Agriculture, forestry and fishing","ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,26810,Wellington (S),1_112,Local Government Area Profile,,3rd largest industry,,Retail trade,"ABS Census of Popluation and Housing, 2016",
2016-06-30,LGA,26810,Wellington (S),1_113,Local Government Area Profile,,1st highest value product,,Livestock products,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,26810,Wellington (S),1_114,Local Government Area Profile,,2nd highest value product,,Livestock slaughtered and other disposals,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,26810,Wellington (S),1_115,Local Government Area Profile,,3rd highest value product,,Vegetables for human consumption,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2020-05-15,LGA,26810,Wellington (S),2_101,Bushfire Impact,,Total area affected,,39 sq km (0.36% of LGA),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,26810,Wellington (S),2_102,Bushfire Impact,,Bushland and forests affected,,39 sq km (0.68% of bushland and forests),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,26810,Wellington (S),2_103,Bushfire Impact,,Agricultural land affected,,0.08 sq km (0% of agricultural land),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-09-12,LGA,26810,Wellington (S),3_101,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,A (individual),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,26810,Wellington (S),3_102,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,B (public assests),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,26810,Wellington (S),3_103,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,C (community),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,26810,Wellington (S),3_104,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,D (exceptional),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-08-20,LGA,26810,Wellington (S),3_105,Human and Social Recovery,LGA Grants Program,Support received,$,"$275,000 ",LGA support status NBRA analysis,
2020-08-02,LGA,26810,Wellington (S),3_106,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved (no.),number,< 20,Services Australia,
2020-08-02,LGA,26810,Wellington (S),3_107,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved ($),$,"< 20,000",Services Australia,
2020-08-02,LGA,26810,Wellington (S),3_108,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved (no.),number,n/a,Services Australia,
2020-08-02,LGA,26810,Wellington (S),3_109,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved ($),$,n/a,Services Australia,
2020-08-02,LGA,26810,Wellington (S),3_110,Human and Social Recovery,Additional payment for children,Applications approved (no.),number,n/a,Services Australia,
2020-08-02,LGA,26810,Wellington (S),3_111,Human and Social Recovery,Additional payment for children,Applications approved ($),$,n/a,Services Australia,
2020-09-09,LGA,26810,Wellington (S),4_101,Economic Recovery,"Small business support grants ($10,000)",Applications approved (no.),number,42,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,26810,Wellington (S),4_102,Economic Recovery,"Small business support grants ($10,000)",Applications approved ($),$,"$420,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-11,LGA,26810,Wellington (S),4_103,Economic Recovery,"Small business grants ($50,000)",Applications approved (no.),number,0,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-11,LGA,26810,Wellington (S),4_104,Economic Recovery,"Small business grants ($50,000)",Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,26810,Wellington (S),4_105,Economic Recovery,Primary producer grants,Applications approved (no.),number,< 5,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,26810,Wellington (S),4_106,Economic Recovery,Primary producer grants,Applications approved ($),$,"$223,736 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,26810,Wellington (S),4_107,Economic Recovery,Concessional loans,Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2018-12-31,LGA,27170,Wodonga (C),1_101,Local Government Area Profile,,Total people (no.),number,"42,083","ABS Cat No 3218.0 – Regional Population Growth, Australia, 2018-19",
2016-06-01,LGA,27170,Wodonga (C),1_102,Local Government Area Profile,,Main towns,,"Wodonga (35,130), Baranduda (1,764)",ABS Census of Population and Housing 2016,
2018-12-31,LGA,27170,Wodonga (C),1_103,Local Government Area Profile,,Aboriginal and Torres Strait Islander Peoples (%),%,2.50%,"ABS Cat No 1410.0 - Data by Region, 2013-18; Aboriginal and Torres Strait Islander Peoples - Census",
2017-06-30,LGA,27170,Wodonga (C),1_104,Local Government Area Profile,,Median Age of Earners,years,42,"ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2018-06-30,LGA,27170,Wodonga (C),1_105,Local Government Area Profile,,Median Income ($),$,"$48,356 ","ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2019-12-01,LGA,27170,Wodonga (C),1_106,Local Government Area Profile,,Unemployment rate (%),%,5.30%,"Department of Education, Skills and Employment Small Area Labour Markets publication, December quarter 2019 – data missing for some LGAs)",
2016-12-31,LGA,27170,Wodonga (C),1_107,Local Government Area Profile,,"SEIFA Decile (1-10, 1 = most disadvantaged)",decile,6,"2033.0.55.001 - Census of Population and Housing: Socio-Economic Indexes for Areas (SEIFA), Australia, 2016",
2019-06-01,LGA,27170,Wodonga (C),1_108,Local Government Area Profile,,Total businesses,count,"2,880","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2019-06-01,LGA,27170,Wodonga (C),1_109,Local Government Area Profile,,Small business,count,"2,808","8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2016-12-31,LGA,27170,Wodonga (C),1_110,Local Government Area Profile,,1st largest industry,,Health care and social assistance,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,27170,Wodonga (C),1_111,Local Government Area Profile,,2nd largest industry,,Public administration and safety,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,27170,Wodonga (C),1_112,Local Government Area Profile,,3rd largest industry,,Retail trade,"ABS Census of Popluation and Housing, 2016",
2016-06-30,LGA,27170,Wodonga (C),1_113,Local Government Area Profile,,1st highest value product,,Livestock slaughtered and other disposals,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,27170,Wodonga (C),1_114,Local Government Area Profile,,2nd highest value product,,Livestock products,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,27170,Wodonga (C),1_115,Local Government Area Profile,,3rd highest value product,,Hay,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2020-05-15,LGA,27170,Wodonga (C),2_101,Bushfire Impact,,Total area affected,,3 sq km (0.64% of LGA),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,27170,Wodonga (C),2_102,Bushfire Impact,,Bushland and forests affected,,0 sq km (0% of bushland and forests),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,27170,Wodonga (C),2_103,Bushfire Impact,,Agricultural land affected,,3 sq km (0.84% of agricultural land),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-09-12,LGA,27170,Wodonga (C),3_101,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,A (individual),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,27170,Wodonga (C),3_102,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,B (public assests),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,27170,Wodonga (C),3_103,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,C (community),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,27170,Wodonga (C),3_104,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,D (exceptional),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-08-20,LGA,27170,Wodonga (C),3_105,Human and Social Recovery,LGA Grants Program,Support received,$,"$200,000 ",LGA support status NBRA analysis,
2020-08-02,LGA,27170,Wodonga (C),3_106,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved (no.),number,< 20,Services Australia,
2020-08-02,LGA,27170,Wodonga (C),3_107,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved ($),$,"< 20,000",Services Australia,
2020-08-02,LGA,27170,Wodonga (C),3_108,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved (no.),number,950,Services Australia,
2020-08-02,LGA,27170,Wodonga (C),3_109,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved ($),$,"$1,204,000 ",Services Australia,
2020-08-02,LGA,27170,Wodonga (C),3_110,Human and Social Recovery,Additional payment for children,Applications approved (no.),number,799,Services Australia,
2020-08-02,LGA,27170,Wodonga (C),3_111,Human and Social Recovery,Additional payment for children,Applications approved ($),$,"$319,600 ",Services Australia,
2020-09-09,LGA,27170,Wodonga (C),4_101,Economic Recovery,"Small business support grants ($10,000)",Applications approved (no.),number,6,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,27170,Wodonga (C),4_102,Economic Recovery,"Small business support grants ($10,000)",Applications approved ($),$,"$60,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-11,LGA,27170,Wodonga (C),4_103,Economic Recovery,"Small business grants ($50,000)",Applications approved (no.),number,2,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-11,LGA,27170,Wodonga (C),4_104,Economic Recovery,"Small business grants ($50,000)",Applications approved ($),$,"$20,937 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,27170,Wodonga (C),4_105,Economic Recovery,Primary producer grants,Applications approved (no.),number,< 5,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,27170,Wodonga (C),4_106,Economic Recovery,Primary producer grants,Applications approved ($),$,"$104,458 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,27170,Wodonga (C),4_107,Economic Recovery,Concessional loans,Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2018-12-31,LGA,29399,Unincorporated Vic,1_101,Local Government Area Profile,,Total people (no.),number,881,"ABS Cat No 3218.0 – Regional Population Growth, Australia, 2018-19",
2016-06-01,LGA,29399,Unincorporated Vic,1_102,Local Government Area Profile,,Main towns,,"Falls Creek (Vic.) (293), Mount Buller (243), Mount Hotham (196)",ABS Census of Population and Housing 2016,
2018-12-31,LGA,29399,Unincorporated Vic,1_103,Local Government Area Profile,,Aboriginal and Torres Strait Islander Peoples (%),%,1.00%,"ABS Cat No 1410.0 - Data by Region, 2013-18; Aboriginal and Torres Strait Islander Peoples - Census",
2019-12-01,LGA,29399,Unincorporated Vic,1_106,Local Government Area Profile,,Unemployment rate (%),%,2.70%,"Department of Education, Skills and Employment Small Area Labour Markets publication, December quarter 2019 – data missing for some LGAs)",
2016-12-31,LGA,29399,Unincorporated Vic,1_107,Local Government Area Profile,,"SEIFA Decile (1-10, 1 = most disadvantaged)",decile,5,"2033.0.55.001 - Census of Population and Housing: Socio-Economic Indexes for Areas (SEIFA), Australia, 2016",
2019-06-01,LGA,29399,Unincorporated Vic,1_108,Local Government Area Profile,,Total businesses,count,148,"8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2019-06-01,LGA,29399,Unincorporated Vic,1_109,Local Government Area Profile,,Small business,count,135,"8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2016-12-31,LGA,29399,Unincorporated Vic,1_110,Local Government Area Profile,,1st largest industry,,Accommodation and food services,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,29399,Unincorporated Vic,1_111,Local Government Area Profile,,2nd largest industry,,"Transport, postal and warehousing","ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,29399,Unincorporated Vic,1_112,Local Government Area Profile,,3rd largest industry,,Health care and social assistance,"ABS Census of Popluation and Housing, 2016",
2016-06-30,LGA,29399,Unincorporated Vic,1_113,Local Government Area Profile,,1st highest value product,,Livestock slaughtered and other disposals,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,29399,Unincorporated Vic,1_114,Local Government Area Profile,,2nd highest value product,,Livestock products,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,29399,Unincorporated Vic,1_115,Local Government Area Profile,,3rd highest value product,,Hay,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2020-05-15,LGA,29399,Unincorporated Vic,2_101,Bushfire Impact,,Total area affected,,0.89 sq km (0.32% of LGA),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,29399,Unincorporated Vic,2_102,Bushfire Impact,,Bushland and forests affected,,0.87 sq km (0.49% of bushland and forests),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,29399,Unincorporated Vic,2_103,Bushfire Impact,,Agricultural land affected,,0.02 sq km (0.04% of agricultural land),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-09-12,LGA,29399,Unincorporated Vic,3_101,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,A (individual),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,29399,Unincorporated Vic,3_102,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,B (public assests),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,29399,Unincorporated Vic,3_103,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,C (community),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,29399,Unincorporated Vic,3_104,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,D (exceptional),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-08-20,LGA,29399,Unincorporated Vic,3_105,Human and Social Recovery,LGA Grants Program,Support received,$,$0 ,LGA support status NBRA analysis,
2020-08-02,LGA,29399,Unincorporated Vic,3_106,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved (no.),number,< 20,Services Australia,
2020-08-02,LGA,29399,Unincorporated Vic,3_107,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved ($),$,"$28,059 ",Services Australia,
2020-08-02,LGA,29399,Unincorporated Vic,3_108,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved (no.),number,n/a,Services Australia,
2020-08-02,LGA,29399,Unincorporated Vic,3_109,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved ($),$,n/a,Services Australia,
2020-08-02,LGA,29399,Unincorporated Vic,3_110,Human and Social Recovery,Additional payment for children,Applications approved (no.),number,n/a,Services Australia,
2020-08-02,LGA,29399,Unincorporated Vic,3_111,Human and Social Recovery,Additional payment for children,Applications approved ($),$,n/a,Services Australia,
2020-06-03,LGA,29399,Unincorporated Vic,4_101,Economic Recovery,"Small business support grants ($10,000)",Applications approved (no.),number,0,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-06-03,LGA,29399,Unincorporated Vic,4_102,Economic Recovery,"Small business support grants ($10,000)",Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-11,LGA,29399,Unincorporated Vic,4_103,Economic Recovery,"Small business grants ($50,000)",Applications approved (no.),number,0,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-11,LGA,29399,Unincorporated Vic,4_104,Economic Recovery,"Small business grants ($50,000)",Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
